epoch,lr,train_loss,train_top1,train_top5,balanced_test_loss,balanced_test_top1,balanced_test_top5,balanced_test_macro_f1,balanced_test_weighted_f1,balanced_test_balanced_acc,balanced_test_many_acc,balanced_test_medium_acc,balanced_test_few_acc,balanced_test_ece,imbalanced_test_loss,imbalanced_test_top1,imbalanced_test_top5,imbalanced_test_macro_f1,imbalanced_test_weighted_f1,imbalanced_test_balanced_acc,imbalanced_test_many_acc,imbalanced_test_medium_acc,imbalanced_test_few_acc,imbalanced_test_ece
1,0.1,236.26502810802023,0.026274545957407577,0.08426292984235273,,,,,,,,,,,,,,,,,,,,
2,0.1,265.01186519611196,0.02148059371254725,0.07292338895547155,,,,,,,,,,,,,,,,,,,,
3,0.1,261.4537890407801,0.024522909560247073,0.06942011616115056,,,,,,,,,,,,,,,,,,,,
4,0.1,267.0932768720344,0.021941550659168432,0.0812206139946529,,,,,,,,,,,,,,,,,,,,
5,0.1,271.1199343507165,0.02304784733105928,0.07366092007006546,,,,,,,,,,,,,,,,,,,,
6,0.1,267.7965506392492,0.024154144002950125,0.07181709228358071,,,,,,,,,,,,,,,,,,,,
7,0.1,272.56968314352923,0.02489167511754402,0.08426292984235273,,,,,,,,,,,,,,,,,,,,
8,0.1,272.4199635423119,0.025629206232137918,0.07319996312344428,,,,,,,,,,,,,,,,,,,,
9,0.1,272.21955930945995,0.02747303401862266,0.08629114040748594,,,,,,,,,,,,,,,,,,,,
10,0.1,270.34407994546484,0.02332442149903199,0.07126394394763529,346.1471064453125,0.0101,0.05,0.00036001846248525564,0.00036001846248525564,0.0101,0.02885714285714286,0.0,0.0,0.21232742071660574,249.2226320550454,0.01642421398404505,0.05678085405912717,0.00032407407407407406,0.0005322661939273859,0.01,0.02857142857142857,0.0,0.0,0.20573272281701388
11,0.1,267.9951333086139,0.024154144002950125,0.0790080206508712,,,,,,,,,,,,,,,,,,,,
12,0.1,260.4470728074745,0.02719645985064995,0.08776620263667373,,,,,,,,,,,,,,,,,,,,
13,0.1,277.6682361382278,0.02240250760578962,0.07753295842168341,,,,,,,,,,,,,,,,,,,,
14,0.1,272.7519813974387,0.02461510094957131,0.08260348483451646,,,,,,,,,,,,,,,,,,,,
15,0.1,268.13186236712374,0.02240250760578962,0.085922374850189,,,,,,,,,,,,,,,,,,,,
16,0.1,268.4451088309673,0.02304784733105928,0.07163270950493224,,,,,,,,,,,,,,,,,,,,
17,0.1,269.62544670396875,0.027380842629298425,0.07734857564303493,,,,,,,,,,,,,,,,,,,,
18,0.1,264.5119009579757,0.023785378445653177,0.06914354199317783,,,,,,,,,,,,,,,,,,,,
19,0.1,264.60266935795676,0.023232230109707753,0.07670323591776528,,,,,,,,,,,,,,,,,,,,
20,0.1,275.1689076656195,0.023508804277680463,0.07246243200885037,353.40699521484373,0.01,0.05,0.00019823570224997524,0.00019823570224997521,0.01,0.02857142857142857,0.0,0.0,0.21277749229810033,261.96737868525173,0.029094321914594087,0.04504927264195214,0.0005659516202647193,0.0016465978628067855,0.01,0.02857142857142857,0.0,0.0,0.1933022731810134
21,0.1,273.76640442913003,0.021664976491195722,0.07642666174979257,,,,,,,,,,,,,,,,,,,,
22,0.1,273.03355158583145,0.02231031621646538,0.07513598229925325,,,,,,,,,,,,,,,,,,,,
23,0.1,265.42414973137556,0.02369318705632894,0.07633447036046834,,,,,,,,,,,,,,,,,,,,
24,0.001,270.8401709607837,0.02240250760578962,0.09228358071356135,,,,,,,,,,,,,,,,,,,,
25,0.001,288.2308543119011,0.008481607817829815,0.06361205863372361,,,,,,,,,,,,,,,,,,,,
26,0.001,215.57045147497445,0.006084631695399649,0.046925417166036695,,,,,,,,,,,,,,,,,,,,
27,1e-05,173.63929891107136,0.003872038351617959,0.04508158937955195,,,,,,,,,,,,,,,,,,,,
28,1e-05,157.35473111689757,0.0007375311145938969,0.015764727574444547,,,,,,,,,,,,,,,,,,,,
29,1e-05,157.26384985364504,0.0009219138932423711,0.016502258689038443,,,,,,,,,,,,,,,,,,,,
30,1e-05,155.29229464266743,0.005254909191481516,0.017700746750253526,211.41958994140626,0.01,0.0495,0.00019968051118210862,0.00019968051118210862,0.01,0.0,0.0,0.03333333333333333,0.014781466329855384,152.31702747461327,0.0009385265133740028,0.018770530267480056,1.885014137606032e-05,1.769135746228092e-06,0.01,0.0,0.0,0.03333333333333333,0.023527875225261872
